username,th
ed9eaeb6a707f50154024b24d7efcb874a9795dd,7.342206
ba12c0a2cb367af0467e479c03507c71a805d291,8.308186
b7298b0fe50443a623af9b56792b330c2d052845,8.272274
c60be70309789b39355dc612f36e37090ccad5dc,6.869428
a22a58c5be8aa2c2700619e37f2b7a6e4efa7e6b,8.690612
d5841f944022e9ef49bf6ac9b5546dd82ab2784f,4.7375026
eb451c65ea210bed6af798282c2c6205c79f71fd,8.268564
c3e73d0362e2b21fae6edfcf518063e8a28b7b63,8.988435
df9e2c6cfb6035fa5b26af3b101bacf64e95e913,6.943668
99103791231143dd15aa77f2aeb87b2cd4a1c22e,5.9198174
e2ed5ffddf1e60198f9f138810f84b7107ca0561,4.602256
8554d1155712da4bc72ec5921db3227311265359,8.548543
89fe8b96c04597a0fb63dca3a86e5f36e7580940,6.6276474
8b65dcf807a9de0c95c0896919da04523176fab8,6.6580305
b6e252e4989b3b422d69eae06831ad0bfd396126,6.4307365
9e0457ac0f2824c5e725d83bdeee91ed078343b4,7.0286555
c9c6d1fdb1bc64d7137f0fb7050e334cbb7c0f6e,9.797212
ed6c052a16794cf2376b1497c505b438e9af69b6,5.8490515
c5d903eea354607809419b5e23c869ea16626a59,8.187232
927008a1eb1983b52fe269b504f398ca185603c3,6.6588297
fd29d68d81bf469540c56ab7074ad748cd72203c,5.9155483
d6f54f87ad964bd1cea20ffceea962f8b6236da3,7.753983
97983f3249349cfcb409b75d5f53e5cbab2bfa5a,7.266563
b72f0fecebc0120609eb4643631055b2e7a31fd7,8.0938225
f3a7769633f8060ffee4a0295c55ec9be084e3c0,8.098809
abf736b0441172883ba772951733e73d557598ab,7.40054
af99c21153a5cd9289febb0cc7d1f8cbee810621,6.327614
f5a2b63a98287f49a07f6101717dd4c1048b9903,7.390048
a9947ca4f64f3122a22c7827ae089d48db8fd76d,7.6476517
d28c344507f89c41df926794e0d5a96d10349014,5.1481614
ac6522ed2e2b8a808bb80970ccffcb6572183349,7.946079
8cf96ad1e77c722694ef03a06a781d61d632f2c0,8.367068
92de4c1319bb3b07781b63801e4599302764dc5f,7.1732335
f0cbea39c26f2cf588e04885ddc1a439564bd782,7.506692
f1299639d65fd743440958354f22154e171500d0,6.447277
943f8910b7d79d76726a7c50a996a39a00fb033b,6.993211
fc4d0cb084cf3b98bbe820a9fc36fd437940969e,5.2267485
c084f1399d2813131b70acb3920068a454cea6d5,5.290752
979ddec134899a31461a05d820b9d6cad713715b,6.377847
f7d331120e9b3a15cf4a0028849bf050846d5d6a,7.4236064
8866a6da23ad8a2abfb243905e0b5e2c98e366bc,8.672404
5c67cd01bb445f9b80d30f2c551d0d42776898fe,6.2773023
f408354e704d901dac2f283fc8242d2787ee4813,8.462634
e594aa5283c8b2076ece870504b4b6b2e9c29ca9,6.9276133
c5b963fdd21435b56c4cf55f49d652d92fc83093,7.781491
948fbf59cd52083820e8e1682a5bc2a34793997a,9.336433
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,6.2354794
541270fc6468b9399001ee5a8bfa0cd380e1db60,5.7396955
d2a2d2ee79d993c9821f176d9a248223ee59b3c7,6.0107865
911daa5a6058823b007274f35ba038da7ec89a11,7.0324683
a5b034cb2c29d312a2e5475da6174e196cfc3c1b,8.615916
da7fa747f59ca321b48b414b2f884d027bc961f8,6.59067
dc87f8c4ae8953d2d0bcaf1a08239547d77cdee8,8.212511
8e3a076971fce919b1a5a0bc62dcef86264a1c24,7.025827
987888aba1d68d84a51fcfef4131d649024e0aec,5.5802827
c3635fc4a7b4545fc6df8dcad81f86d1e08c66cc,6.839899
8ef9f17bb904f437ec0a9849d820ed0f86843517,6.3557615
addfbcc77f77c6c80cc3e55261cec181722e68cb,7.23772
ca84b66fa8d2c26e91bcd21dea081bb062e51711,7.208684
b80a4c674f6640d304722f4a92eb9b47345f1258,7.5928817
a3c251eb71ac7769282f383672f19d3cf66f1b04,7.811325
f2c6f4d1250f2570b4dc5edfa7d0952ec4b7194f,8.322711
be7b5a55c3a0343bda6a2a6ad09c5cfe8714b27f,7.4539523
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,5.3344727
c67df30ae6cf151f19df3e36d15f0361619ed47a,7.4045105
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,7.661215
df1a661311bcb75b3b3c258c46ab75819bd6d249,6.870222
a60f543d315ec120d2f433cdccc19342c9c3be02,8.108595
aeae992591ef4a9423528eb6029301cbd29daff5,6.4925947
b002ea316ac314e47c6aceffd6583bd300962387,6.2976027
eaffaa19471bbf9bba8fa5808dd0904474089ae7,7.2699842
bdc3fba009b4d570355de5bfedfb6766746789ce,6.6169796
97469bc8eac2e4fd57266fa9821a50561a4d8473,6.470357
fe659e147194c97b69278c8effb4041297398009,6.8227596
91ccfc470d803af51ecbb91da39db5592e3a3324,8.386484
dcf7777f614c11ed45f8ff82f2c44d7dd15889af,7.3855953
248ff20c10b7d18c30fc84ce214936f5bb440e6e,6.6542463
8b2735093e532de21b7aabee43b9c76278bdd5cb,8.285966
fe4316169ee8c83567ebc52bc629912ff65f14b6,7.6431556
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,5.496588
f1fb0a22c3c46fe87eaf8bdd97d80ed51436f782,6.165645
e299749491b5a979701f0dedd4467ed53aaf7c7c,7.5851173
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,6.415162
f382c8f54d9fc494b6d8cc0751f694f0acbddca2,7.496903
884afc60bb87e1f0d85311221487273fc5d13d13,7.2097173
add21f371c1ade0e82ccdacf7ce016dc151a6968,7.161542
ad77e6368d86e38cbf14a33770ca16b204522863,8.863852
a57d3a31b965e00aa208f4d499c0b3637f759838,7.3734045
dd98462b95687767f50edcdc4758ff5237c0bcff,7.474311
f7ce1b89f61b8a40a961d7fee02ea31d4b27583a,8.119502
ce5a9a38579b80879f4de53eaab2d0083b685d62,7.1451735
f4984561cc406867aa796356b6bf10a2091e67fe,5.7495155
137ffd846ed245676a14f1d5e8676a4ef646182b,6.775287
92e2b243f8ca7bf1ce773bedf8205980f034ff05,7.747836
b8b78832d415b2137aaa400ec638ca3828510a71,7.6678076
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,8.299993
c1287b2f156f6963bdda82942a95288967e9422b,4.9925995
ef5d4cc5cd7a9d46f3e31572d97bd52423bae4e0,5.179646
ebdfeac0c48444c5f4fd377145b2d97e12c78cac,5.7099943
f01795183fd859bc35b074c06fd58b5e6623fb03,6.200572
ca01f93cb3384006f7af5de96bc25f924ad8bd14,6.1285386
c9c9df2ea1ddcc10cc57d4e1d92b2f8b33d94538,7.758457
d982afe8253215b9a75464a85bb061d5d5f7975a,7.813067
a99c3a5ba8f7e25ea61f79dd74cb89d6d8bf8a43,7.483047
b459886eb6e03f683c364b338a5c2f4776391dbc,7.5670214
add17ba1901ea9804a604aeed6ebe191d784785d,5.163145
c757c72ff79910b22c548daf9067d6a682bdbb4b,6.9644923
d8cb6954aff8cc17b05a205c949f36b46493eb8b,7.6226735
a832f98e370c27f9fbc8e0caec05700a96e89a4e,5.6315074
d5cc23d9ca216f0f8c6e5ada7c4e3284a3920958,2.7659478
8fa7abd9421e396273c3571b177340434fc132f6,3.9781482
fbf5d7997f35a05b4f296b7b70b08866c13db856,7.654643
c6e9fd605b75a5090b1879635a6db8da08b8a600,7.460397
a576ed0ff4b19b2c864b2c489227a491ac670b84,6.4074287
de163edff457321dc540b375c7b316c7f9fe73cf,8.290202
92a1cd997867a6115b3d079903e63aba8dd214cf,7.4968066
aa01429991aa756b651364d54b7b28c2bfeb6c3c,3.731733
50f17ae2d9048b293cc969aa8668b365f9773f1b,6.9375577
ff3fa2ec64294f37ae968159f810ebeda7966c51,6.688366
f7875ec1207504a229cd9b5ca132437c6bdd6a4d,6.607869
da37e77368c2bd5a7a9792749fd6ed83e05e2515,8.710243
dfc34f90e58f60b101c824e10d74b8ad0c46a2cf,8.03323
4df58b4a53afe49f40e1c054f9a2e8553352e254,7.010666
ba0b274a12a5891f98da7f012d4c757aeb822917,7.93069
e73e06dbdc983d0a3ccccdf754b85603dd0818e7,6.7352552
a05a86b21a7d5922fed8c50f36d307ed7a8cc70b,8.108647
87322721181928972ce2b67242f61ff23275f3dd,7.996397
c001ef5d0a98bae288e504e13db2f1d4533021f5,7.2143784
a07cb417ba30c0e4d8cc3831f093740ece8be01d,7.424121
87ce4212940578f8ab9aaab4616b104ab515d4e9,7.978835
d2491eb9351f861cdcd439fd5d73883a6d681d6a,7.962154
9871e11a3a4574e6b565733fe3e565f13d670744,6.541872
a30f91cf4dd6e15b62a675de5087a6db82d61f51,6.921158
ccc7600e812ec5b6e75a9b4e2b04f00a48d1a9dd,10.35598
aa2166a08738eb1a62d78686cce70fc5572d0607,7.1751614
73c38d8466f153b974c09c066d1469f63b856d07,7.8137374
db4c010c135d84c00fee816a085360bca2537594,8.141205
8531dba6dd1818a4e3f3ba5e355e1e5ea9276afe,7.1790285
951b5bb9ecd6593cecd2bd72fdf62a0785bd3b3b,8.552861
bca16481f37f3534abb04344ef1855b0e56140e3,6.89444
f679eb92d1581b842e213a6d2a8a74a0b9ede984,2.8849776
df15664e980175f8ee9ea6687b81c59f3139406f,7.5733414
bd53f29596985f567c39329a8f8da5100810f0fd,5.2811966
cb713a14e9dcf23999265a8826e204beb646626b,4.8089085
fab22b3c9fd685c26953a5ffe073c4aa2a788c7a,6.816176
8674a295a4ae610ccd77b60cbaa692db6a875761,8.172336
bdefe60060197430834e27ee0ecc1d775f5e2b89,8.289512
9f605b4802c811805adc38ae19035ded09a5e4b5,9.558848
dbc27d6c8a04413d73a885a7b2c2d8db605504fe,3.0001788
c15e04639eb35379bc74fd289f38b1c9d21e2278,6.821271
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,6.0726485
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,7.252467
c308727c618e21c478dba676bcea9d040d179f99,8.2446165
eb46bad8df84ccc42fb7bc9cc3a218247777367e,7.100646
c787e77b224890e7fdcc8e2ca0c0577657d98581,7.812996
94ec21d59f07c2091e0359a0085fa6c569ed30c4,8.021393
ec62a3c21a4a116991338ac88863dff35157a1a7,3.9885504
9081ee605de7c5e739569f3f829cba953cb918f4,7.5027995
e2670654203c6b5aa850edf95ea9e293939963fd,7.1561713
a75958bf7ddea02d2c0d5a300c83abfe240f3552,8.814439
c484db51bb8e5e6218578a71ca541b135c2aa1ff,7.9564867
bda97a680a69285ab84aefb75abb53676e7f6b55,4.4977612
f2efe01b5b7d2613529468857009a02a3cc820b6,5.682326
ac7569c6eb788ec3ca408850d164b68f73bb148b,6.975057
911315669fafba0a06cdbf08da7cff7e81f49759,10.619752
ac6104bfab84b79b7ff1f01c576e2b7442988f38,5.7285805
89cd14d1bb26c559102e9080a85ffa977cde7fda,7.012896
e90cd427d5e229999107e56e3f06953f3108635a,7.09066
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,7.683334
baccf806cbacabe5f3a91ecd093cf36b4db436a6,5.8498907
c6b1b85455fc8ae7de258ff95875644d77f55254,7.260121
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,8.003051
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,6.7011595
cfe97f961ec4d2fc578ef0aaf87f52c54a9aa181,7.368596
c4dc23da121e0654017198804449e35b2e9c2027,3.4144537
ea79d40b446a3660b4d0b01e53fc4a14bc18f60e,4.754181
b51b95c923fbe5e4f47342faa554cacb44477016,5.8712173
b0f303b4bc78b12a467c465db3b050425eadbf64,7.240306
ef02ce9a2a904477907fe9135cdcbf1652180d31,7.5959916
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,5.3064847
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,9.004163
e460fd665c3f541f48ac4503abf2e90b9bbb3b94,7.6290164
f77371745c51f549f9a641110e52f255aaed0f10,7.5566015
9938999e257ea21c657f6c63ff386937544987aa,7.324729
a05ee87ddc674ddf01518fe125eaeec0820ea53e,5.832461
913eb5b320c3f4b475e8064303960997b0dd7a9f,7.876917
e9a8e1a87eb55c0dc1787fcaed22be98d9cc1ed0,7.544359
8b43c7696dc13421431102cb4385363ee33513e0,7.5105224
138c5848f009c004f0b8e2379316d5ec18332ff8,6.056641
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,6.75879
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,9.238317
920523a6f06947927c3d1b9c2c902fae6eb740a1,8.476529
9d549d02a71100ae95cf02deb371138097549edc,7.147894
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,6.5812764
8968e2c95fd09b05d48b4b094529d54d06bf6da5,7.9032497
f8da0aad0792d4f2d30881abdbfd4029dc264842,7.2419667
cf6788dceae33f7826997b7fa99b5189cff1aa4d,7.9925632
908365770c09838aa1bc1874bf3915779910e775,7.862892
d4a5c57c98a9d8e16b1dd93042d22cc422772b0d,6.642454
c195c2ea359350b81a96211ccb40d03fb0501e7d,4.038935
c8332f72a4f6049ef2f28e4a0fcbde9d142c8591,6.409887
c0c13857d74703fa66da743d1d670bc2b9957f7b,8.64624
89d4e10b3c250c027e108d10ebc00bda239e7e39,4.1987705
fcdf51cf37b314ebc57038046b859b3172117f4f,7.7494445
cdea6ad7a63edbcba925717a8c64328c255a0450,8.719334
859c3b6fce7256abf5acfef957e6c04134c01e4b,7.5613785
911f5eafac3def56e71836d495b740cd059edbcf,8.451126
f8526194e3d9450a847706ea1c474c9e1a65a3a4,7.688869
85838695003ef753ce13327655b84defa54d6eae,8.225964
d8cc02c7b6d2478b9f6d47664272c43801d6d9a9,7.5481815
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,7.472872
e92f3d3e5a00b7767c239cac14b6d9fe92d5ef9b,7.4700336
8bf27a767fce0a5fb359059183d06e01d62dca8c,5.5810456
84b6b2d70924066c8345f2bc2281791ae3188da2,7.830597
d3de05492e2353a5f3a80b5ea37a6de4651923fe,8.586866
85bebedd9d4605ff6823f6f25c761e64a588bf22,7.2758408
c2ca84eba451533cc357b9c82cdc4c59227ee38d,5.555693
b03084cbf44b7fc100db518a5ff7ef7e9924c260,7.247556
2fa311a94bc0da6d97955730d071ad6fcc770bfd,7.097902
970dc7689a54be2108e10cf65af78d85288b64e9,8.764155
f94ac320b67f53eb86a68cf30fcced221092e7fa,4.731343
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,8.151422
917f1aba835e5d7e79fc124c1d7a3c8c2588cf8b,7.961212
95c2c72faa0bcedf9452be96511b7ab488754e77,9.384431
9167062812b68b140da9de7f824ec6131ef31a01,7.2219796
c41c79391cd0c8816cebc9a0b4ef1fcc5c2e4018,8.256834
ce3ad9b28ad26a494e6a196c110ca405402f3e9b,7.7382646
cc818564efabc759f8cfd2e978029ff6125406cf,5.6743574
cd2b912e4a3d661cd4f500287d3bf1b4f444b7bd,7.279231
85bf028205803eb9b1e5494c540ddd2938606606,7.445117
e7d0678e66dad824da63837b53bb0bb38a571f42,6.131297
abae080e558fbbcf25131d47ef3dbea697548f14,8.204509
ddffb03cf0301334f5a2f89626640fa8812bde5c,8.298291
db7c4fbff4eaf7b21678b8b053a0c3dcd74dd2b1,7.930072
badea8134ecf83e912ac6628ec12465e227c1e6a,6.3223367
c3127c3c92a3d510a78a5248b4e7fac50ab81e0b,7.8359294
9b788cef19b68860b4cba1f072cfc4744e6610b7,3.2781692
afc376cc4bc5460a941a5d21f91d19f159cdf490,7.1653733
c52fc84d8cd2335788c472ff6fa6b3aaaa8f2252,5.585842
c2da78b847fbfac6920b3c5a2086c79b3a2db8f7,7.910634
aa8e2b08e043c6d844c28cb004a224615af29e90,5.2607727
bec0491f541a76e4fa31e17842bc573c812cb528,6.166348
9843de5b71377fd3392db81e3178e11bbe90d95c,7.23761
c846650d2b1b4a07f67e13c5aa56c15185f81f15,8.595107
af744dfd0234f2b89d667f962f13cff1b5d0c9e0,7.1139145
84a17972cc6d29489bbe205a9e7feb8745726fbc,7.462954
a4a81c655f21aac65297532528cba5a28e8f5ab1,7.1614404
d4a08e7df54afbd81401faf2e0349e88ed7fc2d9,6.975395
a6bd1b3de6ceb8be610c33e3a0e4a89350700984,5.3436165
eb83b2280e41f55da33ed81e62d7b8ebba9a93f8,7.789143
ce2f2072bf32af4582a24726936af34f88225213,7.7878833
c667e08eaa5cf47dba38ac81da9c185659db42c2,7.1054363
ed8ffb58d172827f17d1abead83d9b8c44b554df,2.518662
b7931b60e23916058a5767895b9214dac7a6515e,7.3644123
e3b9460f9a4bd3f4a5243f388246084f41e0dab2,7.5825233
c0b8f55536e05f6da91c3b65ddfb69dc8daa12e9,8.944169
f97b1dbd007f20fea2e262e62433e01ae91da602,6.8624277
ab7c842d24cac25a1a3852cce506ca92cb8ed428,6.6716413
c69dcaf9e10f52b187b13e678f9fe65505167720,7.846373
99751d158308f801241e028eb7c6b0363fc6ec88,7.6139874
9d053bdf589efd451ff25e1977e438b11122e0fa,6.1943417
9cb2a2853cd6c58a9b7d07a87ef3138c3cf723b8,8.328677
98cafa82b3e7f1a3a179c62509778cf9290ca87c,7.637616
9db80a153d642e12571588fd68473c6e307195df,8.351739
87752697bce404c9b410be71a45e76f3c7fc9392,7.744914
980f92c1ca3d1d662e790e884a1bafb6785dfe45,6.704714
9ec591a707f8d7eaaa8b43b6faa23292511ffef3,6.57147
cb0f9c7be617b2bd18ae83ee9e85b621cabda67c,8.237349
a52c67c0bc1c6ae7da7c6e4d38cc7ac5a869ed39,7.8724723
af124b723c6d0d777c60479978e8da661b34bc2a,7.8753104
9981528e7324f2d92c27f163b5d0424a07f94b67,8.213946
eadbb37222d32232022838b7765dea96bf38e0f6,6.772404
8d65a433657534866907ca34885953c36951db06,6.675637
e7b94e593e93b6fe31083393cff1d63ca2142b64,7.077268
d06025e3b7e91bb8718335f7328466206060faee,7.6416388
af8cb88c604c245257dfd33607bcb87cd357d3c9,6.867591
f2418c1ba0f63cb975e6d8c26ce4a145b11ad924,1.9836487
d66918b05a4d978f6aa15979c85902d09babc898,7.174872
96013c7ce1186c9a18f5127959bb867243b1b9f2,7.023108
4dcdd4c95ba88786172619ebea8aad4ec757a150,6.771143
f78599d53dcb621a631b8dbc0feb5dd63e2aedd3,6.0370207
9a7c94325cf12595e72895187822c354cd8ef458,7.6787486
f3a603f5ad05ee8b8374af6523467f1ee058959e,8.099832
e3919de46ecd1f707451dad4a1ac88e5b7403f11,5.038143
e6900f649459ddbd9ee38b93582378162c8d77ac,10.973994
ab2a1e43f425b67817553405c41c09a9bcb0e9c4,7.885421
8b3f8cb80815c489e6278cfc1a371b3bee3f6e1e,7.979803
d4707fc4aa22e29062e02639a1b8c9f7ba3e6b65,5.953803
8a97d52d61d704e77f82fd7f1161d98054f48f25,8.484469
9c4e901d499220d23e819ffe0156ef62c7bcfdbc,7.0159397
ff12d6e2ab80696ed8e22fbe5497e96c68d29076,7.9011536
eee2c3c453eb64f9c327f09e83be35ef36528101,7.655934
999704c760821f39257d453f58ae57cdc5db7cee,6.872967
f42621bb38f167d2de3d662cbe897f5fd1234aa3,7.841587
d7af1840c8914a381ffae4617c33ab76833d9513,7.517594
b52028ddeb0e0289019154f32e763393f83a30a9,7.214205
b2b334fbcfc12bdf6bba8dc45aa8ade3ddb746aa,5.6356344
f1302a0b13ef669e0d797c1d4106355cc43f7144,7.5052996
a0ec1fa9ef85571c363b1ff524a7bccd583b0ee2,4.8508625
f861873a2af44519d0c30b7b390257e28084c360,7.5234947
9c8c8ca8e36d83954ecf380f84b01759c8363df6,6.902982
9906fd2917a481b373848f6d084228f34ace63a4,7.144176
a211065a6e065d2421b924d4e9314f1026611aa2,7.141452
3d4f612148056feeb651f4711c1f640f5015101a,1.2205731
ddc549a4ced606b9181bc2e6e0bb75824fc20f70,7.5993276
92f51b59f25a16e76b18441fbe797a2fa2a5d3b5,8.413417
ebe0702c8a0d906044fbc61cf18d3f8dc9aacef9,8.493983
89521736c16fbbd86315c3f3c555132aee8896ae,6.9021215
b1e8855867b91eadecefd05a09f101799008b8c7,7.2346563
aba3f0810ff4abb82c285780965735f59dffc070,7.6957536
f126cb73dbad037e40b322f82b6f40e92a15a595,6.823803
be6f4f4f657c80883591c6749a7951f9c992e4b9,7.6523027
aa1696aba3e93761b292c97c68bb0e06bb2f537d,6.9850245
ea8f19a7914d05412dc4159108d93d42a675e2e8,16.341623
952c0daa0b72620df1288d516f0a2abeb5b3986d,3.3169541
adf4cd4036fe7649e15bbc8379f224685017b379,5.07411
8f7402db46b9b2a95aaa8282be9e471a3ee659ba,6.799568
df42fc345b50f42b32dc5f9df420978b1cda663d,7.5063906
af618fc07f8f8c9e1697d7e8ce5cea9dd4ddee00,7.8127894
cee41e969faac5fdd054a726b10fb09228eb7061,7.1164575
e7cef9ca74dbf2dc906e3216004a1b5e6a96e241,7.906819
a9da415ddd0567c5995957b2239621158a4521f1,8.512932
9f8f3fbc1f6d3f36859a33054203c55d028c6e65,4.810669
d5155526fe2b5c2b956687b34d478647ef6bd092,7.1054206
c352dbabae85680f4ce4ebf67886666ce47edade,7.299166
db5924e7ed00c9136308999827d50dbcecae5091,7.036207
c3bf932c28538beb5024e80bd06e09c44661c8f7,4.4315248
eda32ee9ebe79ae7f85927db19cadc6199752dfd,8.446268
d0f28e44db91cce7caff1db428643300dfb3392f,7.134213
c162ce77f4002856b569f63b1e2b58ccd6d961e2,9.041326
b6de7562a3dfc6522d1d9f86967f5159e3f2f090,7.3783593
8b557374000feae5ac9aee7b4078bfea53176ffc,8.553626
0bf111a9caedf02804f6991792490e63bc21058a,7.726621
a5aef107fcfe6b7323ead96aed8ef74a69efe042,7.754544
bfe7f84ef78bc0134134fcb799465996fa84e4b0,7.5076
bba75421c48ff666a96646bd283072492fc712ea,7.432965
df8fb59599b421d91967aa7d053fa72e91e4f6fb,8.948047
9eef5b76500d606c0ace08b9cd3ee9403e9e9664,11.13917
8e20affd5aca29391f582b7dd756c83205297c11,8.101981
cac291a9658d7ef15e1ef0c71b188d96eec19ad0,5.175358
e45204eccdaf94faa580c54b1fe1289c97b1f56c,3.8918476
be40efffa2a2ea77d3d2fb0cf1f8dd6a8da2b287,5.8958993
b11c7371190aaf26293afea3ba2146f21205f73f,8.48546
f4c3f24024c2e96ed13a845b5ad7213143844d9f,6.33583
c87d4a1dca2349d1fbdff1c6d6a57708c1df793e,7.40273
9c59b505cc82ae66d54df9629666137c9527e56d,8.394095
d615e34b407b1816d1ae062d56a466c1d17b68ae,7.363708
d68718e7e9140ca136bf5e39efd7c122632ebba2,8.01128
bbb7c8095658b847103c47aa2a4b55440b0e9ffe,8.726493
bc1f0dc5b937d54fa64e44c1e4e0de0e5a4724c1,6.6733637
ad3d8c094d5606a8005bb22a4cf910e497a03224,6.948891
8aea6c59a11267f4143312770b4c84a2be56f353,7.503028
cf5422ab2f6793f4d5930d2901e652ed7dadac9d,6.9118104
8576d2d269326a29503a1763996227723fa531a7,7.334989
cd1c8085cc77aaebd3c527b4ecae7e9150ce0d77,7.9543114
e2d88e3ad6275b7eca2bff120e467f9158b29fc5,7.3430924
4f571f241bb2d884216b4712cdcd482e310a718a,6.487176
9e4c480f54169dd91629ec30917139f2b16bf6b3,8.11317
c0986547994c0c40ee739f045a02e1ce427ec132,5.243719
91eb4058d0937eb5499d0f6b2a8dbae6f47eddf9,6.078058
892240639d1170ec0f4bb6248ba3e9bd390ed089,8.341146
87b3a5eca0c70c7828168756cd7813cc8b3285bd,7.593603
75ef6c3aff156ef52aa846c2fc3b26271e50e335,7.600116
c32840e4bedac9715b49ce3f04b3dedb98007cfe,1.9314586
