username,total_submissions,problem_tried,problem_solved,avg_completion_rate_delta,avg_inverse_solving_rate
"f7e7c21b753521a3f4eb226d9c69d71214e183bd",158,61,61,8.964,6.40344262295082
"12887fd9a4df4ba9b88a71f3fb1d2502a75995dd",155,64,63,17.25,4.110476190476189
"b392a38d92631885c3b63500548976ac63518da7",277,42,41,4.537,3.9326829268292687
"9e1f7de0fe95b78cc2236adb52b0420b382b40c3",100,36,34,-10.452,5.6252941176470594
"b6535907c852434b9243df7a0e65f04d688d049f",502,103,100,-0.408,6.054100000000001
"8c6976c873d2ab3f4af9188a4189c46a032a53d5",258,76,67,-14.323,5.387910447761196
"f35248e9e95942a05313dda4f3a677705d8c651b",153,76,71,-22.511,4.951267605633803
"d13ea487552242f9c688d613dab06ea5b8a867a1",197,91,86,5.952,4.780813953488372
"d11774bd10cd517b1cde216ca391e76efaf59b44",343,47,40,12.238,15.327941176470585
"9a20834c7ddbbf82eff849ff8e4f321b856970de",240,61,53,-6.912,7.79301886792453
"fc83d8b4ec86934a2daa128311afedeb0ca5fd50",339,100,94,15.176,6.6062765957446805
"952e48fc51ee7afbd972a8305c2f22a80ce9ce92",32,15,13,-15.804,3.7884615384615374
"cdfb7ea46096b2a49dd710ef5dfe7bb354cda15a",157,57,53,14.102,4.952641509433962
"ac018ab3a6242492006b3ca1e0c508abd1761538",243,66,65,3.023,7.910615384615386
"e65a627881df5d3e0bfad77c56221d858da5ead0",218,52,46,-16.759,8.425869565217393
"ea7332c6a62cada8a8e85200ddb71fed941ce876",119,42,41,6.188,6.223658536585368
"86a7e49131f2acbd350c4b0b9a2243838bd4e122",93,51,51,18.439,7.1056862745098055
"921b990c548efb5620585b0fe3049ed43dfda903",133,53,53,-4.257,6.751698113207548
"a727c00002127704e5ae41a4a08948dc43b4aefc",121,38,38,6.87,5.873157894736844
"8d811d7887c2c868b631a2bd296412bde2b49bae",235,50,50,15.662,6.6822
"cb7cbbf59876001661704aca5fa8d70467f514a6",375,81,73,-10.062,5.503287671232877
"410357eb9129023509cfaf8d38be61c050bb3b05",43,16,16,-9.639,4.6862499999999985
"bd81b591d06c4a726078a831c11516d6ee27541d",228,69,60,-22.189,3.8440000000000007
"9b9216e586500b4d619e331890d3745eea1176b0",150,57,57,8.805,6.082765957446808
"b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0",10,3,1,1.241,5.599999999999994
"f01bb96987327c1dfec6ddbc980cfd85650f20d6",289,63,63,6.819,5.561904761904762
"d0d3472fa981f90d8e6d036dea4bb627c73b6592",303,97,88,5.181,4.494545454545454
"8d14518288c33c098206996aab23c31b3eefc864",242,32,27,-0.068,3.4877777777777785
"8dada7632816cb20f182c306ae74184ea9e056fb",170,69,64,5.319,3.6935937499999993
"e105dc9d8869af3a83704a5d048424441ce4ad01",7,1,0,-18.759,0
"d69d2c6bc916b8d054bd50f4270a1c6d8cca1426",189,63,56,-17.435,5.507500000000001
"bd18fefd95851483c8aab15987fec421f92523fb",140,58,55,-3.968,5.530909090909092
"aa953585f60c1f5711c6d5159abbcaafcc89eb77",50,17,13,-4.22,10.024615384615384
"e816ed48800359bfd078c1444a40e00be6fbb5bf",153,46,43,7.238,6.104651162790699
"badf8b0a0c342afb7e1eecc4fb19feb7ed28e180",122,71,68,1.61,4.287794117647058
"c072621681c71501470509aeb1c51e3f9f98df5e",5,5,0,-9.6,0
"cb16d181d96fc8c94f8416437c059b5f0aabded1",50,34,33,1.284,4.840000000000001
"99935e2b7f9f41bd823ece5418896aaf72e223fc",128,44,37,-10.41,10.019189189189191
"e89a4f1825ece62064e95e63475769011258af36",191,65,65,-3.905,7.33923076923077
"9ec1ac8c3d812703485bee8d58b2a81f4edc8754",216,48,46,-4.637,4.239782608695653
"ad03c4fb44da8b106e362ef8c65fe2bf34a385d1",227,101,101,0.316,5.915742574257427
"e04a53abed6db648ac01e162aad84ef8b608365b",206,102,100,-4.281,4.940600000000001
"d8550edf3efaf335a9648aec7584ab6acb55cf30",186,80,72,1.754,8.320149253731344
"e67fff49031a4f2699f10d6a2dd89b4cafc70323",106,26,24,2.281,6.607500000000002
"f944b947ec651ccf64807b644af38c6f04229bb7",181,51,49,-1.136,3.7267346938775514
"737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55",40,13,12,-22.781,3.0308333333333337
"e659bb37740950badc7fac606f227ba5f74fa866",11,8,8,31,5.411250000000001
"ce56b4a23981e6c9f70e87f087bc1be07fdf25cd",30,19,14,-17.833,26.87785714285715
"e873b044ecba72370076d7fe198eeaad94bef3a1",75,13,6,-67.273,2.556666666666665
"ecd66b9bbdcc6ae1eb9a6b765868cba3601730b6",144,56,56,18.298,5.142857142857144
"c746678029d2139e7658a0f94e98bbf09f258673",99,41,39,-19.58,4.68897435897436
"9bc8e6286b7a331de79c4c4e868b806c0b3bb12a",259,102,99,11.298,7.725959595959596
"a90b8415afe8507a36e7be7511fd36f1045418b7",65,16,11,-49.93,2.448181818181816
"bb603e54f5809d802fec4c70df7b2c29a5125a89",292,104,102,1.226,6.363137254901963
"f492b1eb37bae60ab4597c161e7b67d9cc9e4dc6",49,15,12,-4.968,5.223636363636363
"dc5325f05ad384cacb2431acfa1f398913151afb",285,75,66,-14.35,4.051969696969698
"f459440c7a99294ca9763f332cd9aa09b0c280d6",77,24,21,-32.692,5.4045
"994f5b5cdc8a126efbb290700caf797948ac1841",182,115,113,10.623,5.496517857142856
"b041f9ef5ab6da232256530cf8e22c31ac99971d",417,115,107,16.076,7.767943925233646
"88188301e8d3565c7f1e2cee1f9ab8794676216a",249,68,49,-23.349,3.5510204081632657
"cb72cf616f3cafed458ef94be529c172bbcc5277",185,86,82,7.452,5.194756097560975
"bf22fb15bf51bc4bcf3d50f7494caad62a596d0e",445,104,101,-16.863,4.875000000000001
"ce201bf315598feafcad345a663284bc266862c0",187,94,90,5.445,4.906777777777779
"f9e06c04dc036b01f65e7f71a9201922f201dade",596,113,109,7.332,5.399174311926606
"ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd",241,97,92,-0.253,5.704673913043478
"bb81a7f88631b987cd15c8d539e806ad17a5b664",231,80,62,-14.892,3.830483870967742
"d1e238d8cc58ceae3359c94b2a4a976a975fc9ac",328,101,99,-1.906,5.232020202020203
"f0be3049c99eb84be5aae5352c2f0ccf661e1f43",148,61,60,3.256,5.112
"ededd47b1e0c18d4af4ad2b0cc21eebcb7c6e6b9",124,43,40,2.67,6.083250000000001
"9d789185f1d5fb7bd42acd9d6dc1f5380fef1c4c",12,9,2,0,6.439999999999998
"91f7019ee1831ead0e667cf264dfe7be6b743f3f",150,62,57,9.631,11.927818181818184
"af12f06588c971f6425a28d61e4511bafff05bb7",150,65,54,-23.049,8.31592592592593
"ae75c8309bea2f4a1b1624ce50d0994d5b4dc451",183,72,69,18.958,12.453731343283584
"d73a15bdcce722312152f547cec67e8dd584a6a8",357,102,100,2.664,5.6469
"f9f4d4ef2a3de006bd037db9eb160ab8e51c79f2",518,76,71,12.451,12.207101449275362
"f91758fe4f441cd4b7b053a03252b4c50f3d4737",192,62,62,5.819,5.404032258064518
"e99d4fb3ef87d5e201da3b08841541fd953af089",128,39,35,-5.71,6.374857142857144
"d2ef78c03149ddfd267005d0dcd248adcc227e02",493,60,59,12.229,4.631525423728813
"edd78ffaa7bc16d94ee6908b98b3d9863f492c89",207,91,91,-6.653,5.011538461538461
"88a694a270a460f5a09e1e8c569b036d03b9b5ea",131,67,66,12.396,12.845
"ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d",402,80,69,10.035,12.21089552238806
"8ef999ab1a83c2760064ac6c7a4b6c4115c5a186",273,50,41,-12.347,5.407073170731708
"d92840812393583b0f053de80ecee59f5b19bc03",228,60,57,7.15,9.568181818181818
"9cf5d1c0d7ddfd6b78c222e83894ca3a75ee47f2",367,70,69,5.594,5.0683823529411764
"92828f67b16f5e96ddb0d436aaa6f1193104c037",296,103,99,-2.308,5.232020202020204
"98903e3bc03971360097ad809526370f701ef5f7",309,87,75,-0.455,4.5584
"5b023883ac089df249ef06f7c8c4398f37e1c55d",148,32,31,-14.515,4.362903225806452
"d11e42daac68288eea95d8923771a326e667b520",280,114,114,15.667,5.507699115044247
"529d7e5b25e40c18bb7ea49be0963ed7f3e288ea",146,60,58,8.917,4.092241379310345
"b51687ca4edcbe2376bc3204617227bceb0a52c0",40,17,16,-23.934,10.199375
"92213400df98f5441533511526206328cdde4159",143,45,38,-23.359,4.500263157894738
"8e5fc3c13f17c0502fe3f0a8404b461b46183f8a",114,45,43,8.695,7.663488372093025
"b3946c98c388b721854634038fbd1820a7ff046d",209,49,35,-28.527,4.922571428571428
"ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d",335,105,102,10.561,4.830099009900991
"adc3882c435a390c34d34279b5528215928944df",232,92,89,5.309,4.9733707865168535
"b8e898c506ad360ead5d4fafe6651fadfed6645a",94,48,42,2.169,6.096190476190478
"a10c5f4ba04fc56032719cc84184c0ad5b5f8446",156,57,54,-19.852,4.344629629629629
"e07c3edba3602b0d172c2db763539dfa9819027c",281,115,107,15.549,6.586476190476191
"c3fdd44aeb469416e4895afe4040e54eebc23db5",170,47,43,-2.502,5.172790697674421
"549b4b9f5408631f8a062a6a3b71c496646ee0fb",189,51,48,-2.521,3.6256250000000008
"f440f5463ae218aef17a60e9f2ffc7dbbc45dc54",143,59,59,14.451,4.708983050847459
"f92e3ec921384713419dca56d1fe2be1d51f1b54",259,50,49,-0.673,7.288163265306125
"797c7c555f32a47816ca7f0c017002a2131c132a",127,32,30,-13.698,3.2710000000000004
"eaf60b6a377c720fa7a13f97831f38531047a217",209,52,45,3.601,6.213777777777778
"f91b376092344f19705df8873d25aa4a34bafce6",335,107,107,5.837,5.3261682242990664
"bbaeaab91cec9991b4747c8ca3fba0981bf68ad5",98,44,27,-52.674,7.103333333333333
"9272bf390ef4a8e31a5285c14ec721495414c53a",250,79,58,-16.009,4.453275862068965
"d66c55f4502b462e88d4529dd6b4d167fd42d165",249,68,61,-13.579,7.6468852459016405
"950671c7855e25bf4a8330768cabc430bee030c9",245,70,64,2.657,3.593124999999999
"9d46769291771df99e8061cc9c5d79aacb087210",164,36,28,-27.832,3.3942857142857146
"cbb7db3eb5270179fe8ebb9e73dde2c894c9a971",163,49,40,-2.831,4.814358974358975
"baae1f7bd8567b6f9e220cc863c92124fa71e1fe",561,118,110,20.503,8.39916666666667
"cc1f8f78f5ef5237c717194b38699b168c265513",62,25,19,-21.7,4.999473684210526
"f4367a0ab2083a66a5fa812df89e590d3fd3b5a8",99,32,29,-15.948,5.912758620689656
"e85a79ca1bb1f59951efb5c25e40e0ee73985cdb",85,35,32,-15.991,3.970312499999999
"9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d",203,66,66,3.57,8.286212121212118
"9d69c1d50467997289ee1396002cd197883a2b74",27,10,5,-55.754,3.1419999999999986
"bc8caaa2729aa0c9179e8d66388586a4a8586f20",288,117,107,-17.621,6.734029850746271
"aa2288779d4ddfe46b3dcab170577d4f5096ab15",13,12,12,18.75,4.8549999999999995
"fb0a2834f5f131005e12dc1962056623ee6a7188",143,70,69,6.927,5.0105797101449285
"9b4fd6bc9be128b294d3a8590bb6a146bc503902",219,97,97,-0.314,5.120927835051545
"f9491b0ab4aee90c428545e0e315a3af1f827595",186,63,57,10.299,11.119444444444444
"b1179b71e93f6ccfe9702cc342e53c5c04d2cf60",183,97,89,4.445,4.809101123595505
"cf8a26a2ce3ac2cfd81a1050e73bdc7a4cd225e0",46,12,7,-67.957,3.907142857142856
"8b158f3040b574b6d08148e24946fba8bbdc29ca",407,60,54,-0.39,4.6309259259259274
"326a025b5c23347b9eb2c5ceae75a5908a461f69",102,43,42,0.538,3.4935714285714274
"9d91374d67624389dacb4b429b8fa8c18442b29c",36,18,16,-12.904,5.553125000000001
"a24729ea6c4aab24a9d6dc73513113e8b8fcf35c",130,42,38,-10.479,6.166578947368422
"f4d9301713b16c13c174f19e18d0200175494a79",448,85,67,-30.178,4.040447761194031
"b27862a2f9590331f29ffdc8f3648dec2a7a7d30",147,35,34,0.795,3.8144117647058833
"9c03af1da21c500de8e0a1be24e3c22d341961ca",18,13,13,0,5.046999999999999
"c8ea10d959a7c782b45e6e83040472d432fa448f",130,42,37,-7.619,4.010270270270271
"96d8f7656a57c4a757129d95863a463358a0c3ca",172,112,112,8.882,5.441607142857143
"dfdeea1cf0b4fb6c906a25d99aa5756efe14c996",506,102,97,8.049,6.547083333333333
"9a5d7462df7a85794cd0d7d2c510ebf725d2e13d",6,3,1,1.241,5.599999999999994
"ece9b75bda9d53b5a67f7bb53b5635a3df017020",77,35,33,-11.729,4.3033333333333355
"c4504ac02ad7e7e0c9ea3a1d78601374e483fc30",144,63,49,-32.081,3.611428571428571
"8ee958ba68793684a9962e1b60847d7b73d7c9d1",341,99,97,-2.196,5.516907216494848
"8ab396fa5981adcdc777254c57ea744f1fd4cd2c",1,1,0,-18.759,0
"bfb055d2c2ba396d5e6bd6022719b3ade1cd1407",89,38,30,-25.942,3.9820000000000007
"c8bd30152ccbeebb18f9b1fedac0869f845980df",2,1,1,10.4,21.090000000000003
"8f19ffb508b23f955b93ebd99153f8ec99025785",103,59,59,4.418,5.575932203389831
"a94238b07de77bffd5189487ac3d56b96db7e09a",195,103,95,-4.804,5.047157894736842
"a819175c8808635fda7c3854536f82d90a7b31cf",87,43,40,-5.582,4.9145
"f4a045088bd0003226023c10214248049d9da90f",2,1,0,-82.427,0
"e1d3226bcfad8043e69d31f3d76e719c7f041d3e",329,111,102,13.731,5.618627450980393
"cee203ff00aaca3eaaef780ea6c4a68a3f8fd2fa",212,89,85,-1.479,5.1098823529411765
"c21b13edbab3d247c8816a374ebb57ef71700952",147,63,61,4.819,5.19049180327869
"a7e953186fda9e7bf8368e2d00a19d024f7db5c8",128,44,38,-8.01,8.349473684210528
"86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3",119,83,83,2.548,5.469156626506025
"cd6862158d54e5c270e8d4bed99f73f32a721e14",149,79,69,-7.828,4.2846376811594205
"fef4a3263ed9a8ab14d457694bb8fd86ccd98312",260,77,74,8.26,5.24486111111111
"9a6d7a470aab3fb51ab58261637c58c239ad804f",324,102,98,8.216,5.549081632653063
"d6515d627895751c832a3075053719da2f5e6cef",252,59,58,12.229,4.741034482758621
"a57e6a1dc883554789ef6049be9b51530a7aa207",211,113,112,8.882,5.441607142857143
"c670d2529bab25c82fc7c3757cb11e7f2e404de8",8,5,5,81.241,51.902
"c096fc1d9c0ad8efae9cfd509f75522c50603692",187,54,49,-12.254,6.636458333333336
"9cf17df2214b19cf4cd63df22b802afde8cb98eb",4,1,0,0,0
"b9cfcb9ade5f88679b72a7977c50eaca7170206b",146,55,55,8.737,4.578727272727273
"0134f9f410c65ad0e8c2254a7e9288670e02a183",100,47,47,7.117,4.118297872340426
"f6c974c003c063735fb1afcba0aec50acdb89861",184,58,57,2.495,5.372456140350878
"efcf2fbf26e74d0af378d96a168c8cdc05c42a84",225,102,100,12.172,5.5464
"92cea32d04d98c66af1c1366fe9811047a9b1cea",508,143,131,14.337,7.187211538461539
"bdcfd5ee015db872058dc442ab9d3c72518366ff",401,101,99,-1.906,5.2320202020202045
"93635a4013ec683f217cad90ca4e41aa557c3922",2,1,0,-81.25,0
"e0850b1bd8f8de58096da128ec94efbdf5f05ca8",152,49,43,-9.795,5.233255813953489
"c8a8565f00553a00a5d510958dc8c40a4a477783",154,63,60,10.866,5.474166666666667
"0aaebc88f6106684d6993c156104c1ef36cf94e0",192,50,50,11.064,4.111000000000001
"f037357014544261767c6ab5b172b246b09d3ddb",125,41,36,-5.617,5.415277777777779
"edc5737211dd036ad81985e117aea3ab9cbc030a",114,41,34,-19.976,4.920882352941177
"e036815d3a8d88224e7e8a95c64ca031dd5b205f",184,32,28,-39.531,4.3046428571428565
"a3748712b8685edb49cf966b7e662e1647503013",25,2,1,0,35
"f6f5b15522aa9457158ec6d7a16caaacd6cbee42",266,112,111,7.956,5.444594594594596
"b9db6bc5ded963759b9a1db58adbaad3314169d6",220,101,99,-1.721,5.646868686868687
"e95d7442ab6fb642a8c3529ef2fc8aa25a774e13",202,63,57,1.912,9.266363636363637
"c20545cf079fcd100052faf6db21ee865023525f",562,98,93,10.69,5.020219780219782
"9d12b920015fc145b62c73ca689e71a362e33b35",118,50,47,3.888,7.856595744680853
"b152244728671db447c59ab0796fac9a423e1356",144,59,59,14.451,4.7089830508474595
"79fb09750bdb85310622bf240e1060ef8de8bce1",56,23,23,-13.669,3.8752173913043477
"fe516d090eef192c93197ed87878da0e23908140",200,59,59,12.791,5.472033898305085
"f59fe9b15a7762aa5ffb0653396da3f4f2536553",220,60,46,-11.024,5.724318181818183
"b6cb94c201726bd4e4dcadc007dba2c69933e0c1",110,56,46,-0.829,6.577999999999999
"339fff79c43561c995b29972a962ccec846c599f",95,50,50,11.064,4.111000000000001
"aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d",294,106,103,-5.664,5.06388349514563
"cf84076c807f395016eaee41297162276781b963",132,53,47,1.401,13.775111111111109
"e85a95e2eddbdafe7db54351ce3680933e09d0a3",184,96,96,12.195,5.178229166666667
"945546f9d4db4b9599e57ffd4271193406f0d96b",169,46,37,-26.619,4.468378378378378
"e58eaf39ea458008043bd1472f267706524f1fc2",4,2,0,-18.759,0
"9b0622ca034d946055f8590f554fde632487742f",194,77,60,-18.66,4.149833333333333
"df17da01944f34b2a6b59e8d45407c1297f9834a",252,60,59,-6.994,7.470847457627118
"9b536900fbffe20f4db747af055dec68b3ddb6ab",3,1,1,0,15.430000000000007
"f156718d3970030deec27298f56fc78a00c00f5a",132,50,44,-0.231,6.181818181818182
"dade8cdd2806e1efa138e68d984abd0ab1c87ced",176,98,97,12.428,5.3759793814433
"edc641c842df448a70ce315e00b6dd4461a260a9",351,106,99,11.913,5.575555555555556
"8beffc1494bb81af08c352aea875a183e45bd824",242,88,77,2.242,6.514545454545455
"a18783b2a14d61192a1b97ce3daca9e67cb8cd59",143,44,43,8.18,7.663488372093024
"980a5ef7011a98b8fa55e5ac3d7ebce6f7784286",207,58,57,10.029,5.280877192982459
"a688299300a50fed79edb502fb02fc503a564308",157,76,68,-8.544,5.306176470588234
"c45bf22121eaa2f37dfec2f58729d22394ea220a",104,47,44,11.744,7.663488372093022
"88003ba023714648c4312658ad9a4b3703e56de0",14,4,3,-32.57,3.3900000000000006
"934776ec5bd2147907362602555bd692fc56aab9",282,106,103,14.034,6.260097087378641
"c13d9b5245d8fc600da9390192908048857599ea",491,109,102,9.093,6.971584158415842
"add7a23a1b66010154da076a059216a13b90191a",17,3,2,0,5.1299999999999955
"e621f4d6991a537e4508648aa4c3fc278091ec1d",422,113,108,6.983,7.723518518518521
"baf05c058d7a427783ab9bde33f38d55ae8ac0cb",284,87,75,-10.453,5.515333333333335
"ea2f8736bbf1d859fb5b46f848db37f421181bd4",49,20,12,-37.529,3.6316666666666655
"bc54069a859b02cf1b00e7ab77d68132f9021c8e",136,63,60,1.462,5.485000000000001
"55ef1cb9ba9a618396f8f82aefdc261d00864381",167,54,52,1.584,3.793269230769231
"eb870373b64f0be961f503936f7a725fca60fb32",243,64,63,7.902,5.653968253968255
"ef070fa973803bec505aeb6230acdd7a917e2a59",332,90,80,-3.377,5.7905
"e13e39c815ec66160db3c75b7331dc1a0dd1d4ce",171,45,43,11.744,7.663488372093025
"9aace874af47927645c48f21ffeb82f8e15f24e1",287,80,76,20.338,12.19845070422535
"f86b9fba1d59be7c864d4f23d0c7674113a27cab",94,33,25,-7.495,5.2452
"defaf0c38d68f9958bd180e1a709f130a999b2e6",201,102,100,-0.795,5.2513
"eaad1484ffa24b01432fa3564a8635bda0b4c34c",59,28,26,-1.501,10.082307692307692
"c8d7193cba58a3bf26ba18f4ba5728c56ddcd4a3",162,63,63,6.819,5.561904761904763
"ce892387ba13c6b526d18de003b62c1bfe4c125f",95,40,39,1.905,3.8333333333333335
"a5fbdd306fbe3003283cf2cb7ae4c371c9693290",168,64,57,-17.511,3.1733333333333342
"89cc639060f3d63cf21d893882e544497e32aeea",181,64,64,18.584,4.10375
"875e48fd13e52a01a4d48d745d72128f25b9ec81",149,52,46,-20.292,8.890434782608693
"f2d54f193cc71d429fd5803b2e4721d012afe568",211,98,94,-6.073,5.507872340425535
"fe31861a03511f91760de27adfb8803e8ad321b8",105,29,25,-0.295,6.770400000000002
"b2a46e3625d075ff330baf8e18019e1af424bc62",139,37,19,-37.666,5.784736842105264
"ac164aef8492a4d178d0704b602f0522512dd913",264,110,110,8.06,5.539545454545455
"a40402ff4c87721e74766e6751bb458653b3e686",24,11,9,-39.824,11.245555555555551
"bd9bd34617afb5bf1f3ff27e575c4df427ac32dc",236,64,62,22.666,5.385000000000001
"ab4e0b5338de7292c155831c4bd68a740ae6d05f",5,4,4,61.241,45.1875
"eb2a090421ba380ba6c0a8119510e031bc4e55ea",243,77,64,-7.779,6.710000000000001
"d08b1608a634fda68fd097f278ce9fd4ac24046a",188,83,79,-6.962,6.525316455696203
"b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4",13,5,5,-2.393,10.338000000000003
"9a31bbe1021725b074357ae4668bed6eb7e46bc1",266,49,28,-37.637,4.579259259259259
"eb7470e41cb0d50314e9755be518f55b093a4975",186,47,39,-14.152,4.833846153846155
"a76e1891c401fc5f73f6942768488b1487533472",355,102,94,10.658,5.524042553191491
"a5f22a73b7cb93619da1f3cbc56febec52b1c16e",143,109,102,7.114,5.176633663366338
"851d9a4b9b8e236f2d62282ddf06fae57b7d9492",389,95,90,7.649,5.354333333333334
"96ded661b95e3d4d3cf1c8d45aeae3b335224583",166,69,68,1.421,7.9119117647058825
"d20b8e96e5c520827768fe614961d0534c6f2680",254,110,108,4.12,5.131018518518521
"5235e36e00b0e927e6ce9f6f771ef92915857989",102,43,41,-0.778,3.290731707317073
"cff1765d7a97d3f012a354586ccfd49fdaf6aa44",250,93,89,6.676,5.343258426966293
"f0d74f349e6479eaecf425634f8b0dd51e60d60c",229,61,54,8.261,4.485849056603775
"508e0627871ed482bd8ab34544e43e5d856a889c",94,33,33,-11.304,3.62969696969697
"d525d6edf4b0c6362ddaa4814c3930a6a62bdc99",217,98,97,13.195,5.371649484536083
"b722e6209f2858faf0bf80947cadcbde586bb666",136,26,23,-20.833,2.7769565217391308
"b45e8d507778dab56f381a681c453cbf4d3b4050",141,53,45,-29.299,6.282444444444446
"ea385e57f5d3d6841a6997dd7af680e135928bca",215,109,108,8.094,8.089814814814817